tickers,num,qubit_num,similarity
"['MNST', 'FTNT']",2,11,0.0837948493008599
"['ADP', 'AEP', 'EXC', 'CSCO', 'GOOGL', 'ROST']",6,12,0.9927094650525664
"['CTSH', 'MU', 'WBA', 'CSX']",4,12,0.999999814572434
"['WBA', 'MRVL']",2,12,0.0838497627009194
"['AMD', 'ORLY', 'CTSH', 'KLAC']",4,12,0.999999881474508
"['ANSS', 'ADI', 'AVGO']",3,12,0.9999999012510992
"['KDP', 'BKNG', 'TXN', 'FAST', 'FANG']",5,12,0.9999991858169878
"['CPRT', 'MCHP', 'AMZN', 'ILMN']",4,12,0.999996969124686
"['TXN', 'ODFL', 'EXC', 'MAR']",4,12,0.1184422367812765
"['MSFT', 'MELI', 'KDP', 'INTU', 'INTC']",5,12,0.9999999129416436
"['TMUS', 'SNPS', 'LCID', 'ROST', 'WBD', 'SIRI']",6,12,0.9999999436790648
"['ASML', 'LULU', 'ROST', 'PDD', 'AAPL', 'RIVN']",6,12,0.999997543207719
"['MRVL', 'REGN', 'MCHP', 'GOOG', 'ASML']",5,12,0.9999966705220232
"['CHTR', 'TMUS', 'VRTX', 'MELI', 'FTNT', 'VRSK']",6,12,0.999999625835274
"['PANW', 'EXC']",2,12,0.0371011840685247
"['LRCX', 'LCID', 'ISRG', 'REGN']",4,12,0.999999901402046
"['BKR', 'DXCM', 'TEAM', 'ENPH', 'TXN']",5,12,0.9999998923685778
"['AMD', 'PAYX']",2,11,0.999999919507711
"['CPRT', 'MELI']",2,12,0.0004284740463437
"['ANSS', 'ADI']",2,11,0.9999944019670808
"['CTSH', 'CSCO']",2,12,0.0698069625372128
"['NVDA', 'NFLX']",2,12,0.005583394589076
"['CSGP', 'NVDA']",2,11,0.296629206135136
"['AMGN', 'AAPL']",2,11,0.9999999516403548
"['CPRT', 'SIRI']",2,12,0.0815902077125362
"['FAST', 'BKR']",2,11,0.999925865388316
"['ASML', 'ADSK']",2,12,0.0114079546956482
"['TSLA', 'MCHP']",2,11,0.9985851960974784
"['KHC', 'DXCM']",2,12,0.0385446129693127
"['CPRT', 'MCHP']",2,12,0.0011571351572673
"['LRCX', 'LCID']",2,12,0.9987906046821952
"['SNPS', 'FTNT']",2,12,0.0192888998679113
"['AMZN', 'ALGN']",2,12,0.0749852107161617
"['TXN', 'ODFL']",2,12,0.0032355777617471
"['AZN', 'IDXX']",2,10,0.9999999985919408
"['AMD', 'ORLY']",2,10,0.9999835513416454
"['SNPS', 'MU']",2,11,0.9914618994277988
"['SIRI', 'PYPL']",2,11,0.999998323331764
"['CSCO', 'SNPS']",2,12,0.0322165199545759
"['BKNG', 'CTAS']",2,12,0.0602177159533991
"['MU', 'GOOG']",2,12,0.0167502494816096
"['LCID', 'SIRI']",2,12,0.9999999223563996
"['VRSK', 'AZN']",2,11,0.9999989213843168
"['NVDA', 'REGN']",2,10,0.1074933303840215
"['WBA', 'CMCSA']",2,12,0.0044234157667972
"['ADBE', 'AVGO']",2,11,0.2836519303584668
"['ZM', 'PYPL']",2,12,0.0005971539508782
"['NXPI', 'MNST']",2,11,0.9908432938087433
"['BKNG', 'AVGO']",2,12,0.0101407704228721
"['REGN', 'MRNA']",2,12,0.0316578341753508
"['ILMN', 'PANW']",2,11,0.0826134727574159
"['VRSK', 'HON']",2,12,0.9999989865653688
"['WBA', 'EXC']",2,11,0.9999985616987346
"['CTSH', 'AMD']",2,12,0.0539796524489152
"['MU', 'REGN']",2,10,0.9999640548792036
"['NXPI', 'PEP']",2,11,0.1046736834871944
"['EBAY', 'CDNS']",2,11,0.1929687236288898
"['FAST', 'CHTR']",2,12,0.1505326799113915
"['LRCX', 'DXCM', 'BKNG', 'ADBE', 'TSLA']",5,12,0.9999993992145152
"['HON', 'SNPS', 'ABNB', 'SIRI', 'ORLY', 'AMZN']",6,13,0.9999999218488416
"['GOOGL', 'RIVN', 'NFLX']",3,12,0.2105086339027513
"['CDNS', 'PCAR', 'ABNB']",3,12,0.9999999868046194
"['ADSK', 'AMD', 'CSCO', 'REGN']",4,12,0.9999998292558604
"['SGEN', 'TSLA', 'PANW', 'MDLZ', 'AMGN']",5,12,0.9998567901008109
"['BIIB', 'CMCSA', 'CHTR']",3,12,0.9999845981678572
"['COST', 'PDD', 'WDAY', 'MCHP', 'PCAR']",5,12,0.9999998952547746
"['CSCO', 'ADP', 'ILMN']",3,12,0.9999996079484638
"['KHC', 'AMD', 'CDNS']",3,12,0.9999998934818036
"['CSCO', 'DXCM', 'AVGO', 'INTU']",4,12,0.9998781642054696
"['ALGN', 'ABNB', 'TSLA', 'BKNG', 'AEP', 'NFLX']",6,13,0.9999998773970856
"['ISRG', 'LULU', 'ANSS', 'BKR', 'AMD']",5,12,0.9999992891667684
"['DDOG', 'COST', 'ZS', 'IDXX', 'MCHP', 'ASML']",6,13,0.9999992359201662
"['META', 'JD', 'FTNT', 'SNPS', 'CPRT', 'HON']",6,13,0.999999988351028
"['ENPH', 'ABNB', 'KLAC', 'TMUS', 'TSLA', 'EXC']",6,12,0.9999998556267878
"['DXCM', 'FANG', 'GOOGL']",3,12,0.9999996256759596
"['SBUX', 'EXC', 'PCAR']",3,13,0.9999998327924328
"['ANSS', 'GOOGL', 'TSLA', 'SBUX', 'MAR']",5,13,0.9999999488229409
"['FANG', 'PDD', 'AAPL']",3,11,0.999999660982375
"['ODFL', 'BKNG', 'CSCO', 'ATVI']",4,13,0.999999983499162
"['BIIB', 'AAPL', 'AMZN', 'LCID', 'PCAR', 'ILMN']",6,12,0.9999933731090456
"['MU', 'VRTX', 'BKR', 'ODFL', 'REGN']",5,12,0.9999998118771336
"['AMGN', 'FAST', 'KLAC']",3,12,0.999999366501372
"['DDOG', 'ASML', 'CTSH', 'AVGO']",4,12,0.9999997033330108
"['CMCSA', 'NVDA', 'MCHP', 'ADSK']",4,12,0.9999945779446792
"['RIVN', 'EA', 'MDLZ', 'HON', 'CMCSA', 'LULU']",6,13,0.9815045094062296
"['CTAS', 'INTC', 'META', 'TMUS']",4,12,0.9767819438724342
"['CRWD', 'ZM', 'CSCO', 'PANW', 'FTNT']",5,12,0.9999999803026804
"['ROST', 'CSCO', 'CTAS']",3,12,0.9999992352078296
"['LCID', 'TMUS', 'FTNT']",3,12,0.9999997945973113
"['MAR', 'WBA', 'BKR', 'CRWD']",4,12,0.999999982128472
"['MELI', 'RIVN', 'AMZN', 'CRWD', 'EA']",5,12,0.9999999514273836
"['ILMN', 'INTC', 'AMZN', 'PCAR', 'FANG', 'JD']",6,13,0.9999999490334966
"['META', 'CPRT', 'DDOG', 'CTAS', 'TMUS']",5,12,0.9998207273283736
"['INTC', 'SBUX', 'VRTX', 'PAYX', 'DDOG', 'ADSK']",6,12,0.9999998916530228
"['DLTR', 'AZN', 'ABNB']",3,12,0.9999996867155938
"['AVGO', 'NFLX', 'KHC', 'GILD']",4,12,0.9999998870252238
"['NVDA', 'BKNG', 'ODFL', 'ROST']",4,13,0.9999999790349056
"['TXN', 'DLTR', 'SNPS']",3,13,0.0194120507991497
"['ILMN', 'ZM', 'PCAR', 'CDNS', 'AMZN']",5,12,0.9999997329530632
"['PCAR', 'MU', 'ANSS', 'PEP', 'CSCO', 'ADI']",6,12,0.9995726965900432
"['PYPL', 'ALGN', 'FAST']",3,12,0.9999942330130108
"['BKR', 'EXC', 'VRTX', 'CTSH', 'AMD']",5,12,0.999999968358282
"['FANG', 'ASML', 'MU', 'CPRT']",4,12,0.9999998923181548
"['TSLA', 'MRVL', 'CRWD', 'AMAT', 'SIRI', 'MNST']",6,13,0.9999999538912916
"['ORLY', 'ADSK', 'ZM', 'ABNB', 'WBD', 'CHTR']",6,12,0.9999988928496923
"['ADBE', 'AMGN', 'WBA', 'PAYX', 'ORLY', 'LCID']",6,12,0.9999940775431851
"['SBUX', 'ZS', 'AMAT']",3,12,0.9999997265358536
"['AMGN', 'LCID', 'AMAT', 'MRNA']",4,12,0.999999943656813
"['INTC', 'MSFT', 'AVGO', 'QCOM']",4,12,0.9999919635045432
"['KDP', 'VRTX', 'SIRI', 'ADI']",4,12,0.9999999105899168
"['MSFT', 'ZS', 'CTAS']",3,12,0.9999999274538044
"['NXPI', 'GILD', 'MCHP', 'LULU', 'SGEN']",5,13,0.999999897050938
"['CMCSA', 'VRSK', 'ATVI', 'TEAM']",4,12,0.9999998220847728
"['PCAR', 'MSFT', 'AEP', 'ZS']",4,12,0.9999995226296976
"['TSLA', 'CMCSA', 'COST', 'ORLY', 'MCHP']",5,12,0.9999989097750028
"['ATVI', 'ALGN', 'WDAY', 'MCHP']",4,12,0.9999998452019944
"['AVGO', 'MELI', 'PDD', 'PAYX']",4,12,0.9999998617942124
"['CMCSA', 'TEAM', 'ZS', 'KHC']",4,12,0.999999981714662
"['ROST', 'CTSH', 'VRSK']",3,12,0.9999989648297576
"['WBA', 'ANSS', 'GOOGL', 'DDOG', 'SGEN', 'CSX']",6,13,0.9999973931033888
"['PAYX', 'CPRT', 'CSGP', 'CSX']",4,12,0.1356993025347277
"['ADI', 'DLTR', 'AMAT', 'LRCX', 'INTU']",5,12,0.992477695921798
"['RIVN', 'QCOM', 'MELI', 'FTNT', 'MDLZ']",5,12,0.9999999198463368
"['SNPS', 'QCOM', 'KHC', 'GOOG']",4,12,0.999999562547559
"['MRVL', 'ABNB', 'BKR', 'MU', 'META']",5,12,0.999999992970793
"['MRVL', 'SGEN', 'MDLZ', 'NXPI', 'SIRI', 'ADI']",6,13,0.9999997582781026
"['PANW', 'AMZN', 'FAST', 'AAPL', 'ADP', 'ADI']",6,13,0.9999987864539934
"['MRNA', 'MSFT', 'AMGN']",3,12,0.999999312193927
"['AVGO', 'CRWD', 'AMD', 'EXC', 'CTAS', 'ODFL']",6,13,0.9999894761063298
"['CPRT', 'KLAC', 'SIRI']",3,13,0.1389798515529829
"['MAR', 'CSX', 'AMD', 'CTAS', 'INTU']",5,13,0.9999999919153824
"['AMGN', 'PYPL', 'EXC', 'SIRI', 'TXN', 'CSGP']",6,12,0.9999977477238856
"['MU', 'DDOG', 'FAST', 'REGN', 'KLAC']",5,12,0.9999999376883196
"['ADP', 'FTNT', 'MU', 'GOOGL', 'ADSK', 'ORLY']",6,12,0.9999987853149264
"['MRVL', 'QCOM', 'TEAM', 'HON', 'TXN']",5,12,0.9643366937443364
"['MDLZ', 'ILMN', 'WDAY']",3,12,0.9999996774534065
"['CSX', 'NFLX', 'PEP', 'DXCM', 'ADI', 'ADP']",6,12,0.9999948002634588
"['ZM', 'CHTR', 'BKR', 'ODFL', 'AVGO']",5,12,0.9999997053396112
"['AMGN', 'FAST', 'KLAC', 'NFLX', 'PCAR', 'ADBE', 'AEP']",7,12,0.9999678115250016
"['ROST', 'CSCO', 'CTAS', 'CTSH', 'SIRI', 'WBD', 'KLAC']",7,12,0.93581636858546
"['MU', 'VRTX', 'BKR', 'ODFL', 'REGN', 'INTC', 'EBAY']",7,12,0.9999984855813568
"['FAST', 'BKR', 'ADI', 'WBD', 'KLAC', 'DDOG', 'PCAR']",7,12,0.9989982736448576
"['AVGO', 'ROST', 'MRNA', 'EA', 'VRTX', 'TEAM', 'PEP']",7,12,0.9999931432083572
"['ATVI', 'CPRT', 'CDNS', 'INTC', 'SIRI', 'ADBE', 'LRCX']",7,12,0.9999991196019802
"['ROST', 'COST', 'MAR', 'REGN', 'ORLY', 'CHTR', 'TEAM']",7,12,0.9999987713835043
"['ADBE', 'MELI', 'BKR', 'INTU', 'ORLY', 'ZS', 'TSLA']",7,12,0.999999749356176
"['XEL', 'KDP', 'CTSH', 'LCID', 'SBUX', 'EXC', 'ISRG']",7,12,0.9620761349267912
"['TEAM', 'AZN', 'KHC', 'GOOG', 'SIRI', 'INTU', 'META']",7,12,0.9999954691040754
"['NVDA', 'ROST', 'DXCM', 'WBD', 'DLTR', 'KLAC', 'CSX']",7,12,0.9999970138463194
"['MELI', 'ROST', 'AEP', 'ADBE', 'GILD', 'HON', 'CRWD']",7,12,0.99562228335011
"['VRTX', 'REGN', 'VRSK', 'WBD', 'AMGN', 'CTSH', 'CTAS']",7,12,0.8410796825281063
"['ZM', 'GILD', 'FANG', 'RIVN', 'AZN', 'XEL', 'BKNG']",7,12,0.9999972652367012
"['SIRI', 'GILD', 'DLTR', 'PYPL', 'MAR', 'ROST', 'ASML']",7,12,0.9999915032772456
"['BKNG', 'SIRI', 'AVGO', 'INTC', 'ROST', 'PYPL', 'ADSK']",7,12,0.9999867198929224
"['MSFT', 'CDNS', 'SBUX', 'TSLA', 'LULU', 'CHTR', 'TXN']",7,12,0.9272967386823792
"['KHC', 'CSX', 'SBUX', 'ZS', 'TXN', 'DDOG', 'LRCX']",7,12,0.9627967911366958
"['ILMN', 'MU', 'EA', 'META', 'SBUX', 'KHC', 'PYPL']",7,12,0.9999998975262232
"['SBUX', 'AAPL', 'ASML', 'AMD', 'ISRG', 'CMCSA', 'WBD']",7,12,0.9999998365490876
"['SGEN', 'WBA', 'KLAC', 'PAYX', 'EXC', 'GOOGL', 'RIVN']",7,12,0.9967258855015608
"['LULU', 'PANW', 'FANG', 'MAR', 'ORLY', 'CPRT', 'ILMN']",7,12,0.9999925438900934
"['ADI', 'AEP', 'BKR', 'ANSS', 'SIRI', 'TEAM', 'XEL']",7,12,0.9018981226406808
"['ENPH', 'IDXX', 'MAR', 'CMCSA', 'KLAC', 'TXN', 'RIVN']",7,12,0.985347661480171
"['TMUS', 'CTAS', 'KHC', 'AMD', 'MELI', 'BKR', 'ADSK']",7,12,0.9461959020619952
"['EXC', 'ADBE', 'GILD', 'GOOG', 'ATVI', 'CMCSA', 'DDOG']",7,12,0.999999799840764
"['HON', 'MU', 'SIRI', 'INTC', 'GILD', 'SGEN', 'DXCM']",7,12,0.9999783549259564
"['KDP', 'CTAS', 'ISRG', 'VRSK', 'FANG', 'GOOG', 'INTC']",7,12,0.8357830923742322
"['WDAY', 'ADBE', 'REGN', 'GOOG', 'AMGN', 'CMCSA', 'ODFL']",7,12,0.9999994769628212
"['ANSS', 'ENPH', 'XEL', 'WBD', 'FANG', 'PEP', 'VRSK']",7,12,0.9254060274952148
